3616
0.02316084 	 -0.09945000 	 0.99477298 	1.0	1.0	1.0	 0.487477
0.02419175 	 0.23168188 	 0.97249075 	1.0	1.0	1.0	 0.0715607
0.01805254 	 -0.75556771 	 0.65482176 	1.0	1.0	1.0	 0.00395315
0.01223318 	 0.90028923 	 0.43512028 	1.0	1.0	1.0	 0.832913
0.02930434 	 -0.55236545 	 0.83308683 	1.0	1.0	1.0	 0.765252
0.03197674 	 0.48619134 	 0.87326712 	1.0	1.0	1.0	 0.599829
0.02053100 	 0.85851024 	 0.51238525 	1.0	1.0	1.0	 0.131783
0.03745883 	 0.31253295 	 0.94916805 	1.0	1.0	1.0	 0.88603
0.03601577 	 -0.46928320 	 0.88231295 	1.0	1.0	1.0	 0.0732417
0.02864879 	 -0.71627150 	 0.69723338 	1.0	1.0	1.0	 0.34195
0.04296064 	 0.19330213 	 0.98019828 	1.0	1.0	1.0	 0.868717
0.03123374 	 0.72021486 	 0.69304763 	1.0	1.0	1.0	 0.421312
0.00592245 	 -0.99080434 	 0.13517280 	1.0	1.0	1.0	 0.223171
0.04735341 	 -0.26670108 	 0.96261529 	1.0	1.0	1.0	 0.400684
0.04465087 	 -0.46638235 	 0.88345560 	1.0	1.0	1.0	 0.659184
0.04185098 	 -0.57547717 	 0.81674630 	1.0	1.0	1.0	 0.528191
0.05048274 	 -0.30799321 	 0.95004825 	1.0	1.0	1.0	 0.843008
0.05570870 	 0.26191313 	 0.96348225 	1.0	1.0	1.0	 0.713495
0.05975688 	 0.34540739 	 0.93654837 	1.0	1.0	1.0	 0.580313
0.06247134 	 -0.13537933 	 0.98882241 	1.0	1.0	1.0	 0.472832
0.06038210 	 -0.32445860 	 0.94397067 	1.0	1.0	1.0	 0.571621
0.06006206 	 -0.52170053 	 0.85101181 	1.0	1.0	1.0	 0.528045
0.05816271 	 0.62499290 	 0.77846064 	1.0	1.0	1.0	 0.903023
0.06398050 	 0.59881783 	 0.79832556 	1.0	1.0	1.0	 0.912673
0.08366848 	 -0.15339785 	 0.98461601 	1.0	1.0	1.0	 0.940192
0.03713850 	 -0.90538156 	 0.42297158 	1.0	1.0	1.0	 0.979111
0.08884075 	 0.14246098 	 0.98580535 	1.0	1.0	1.0	 0.561443
0.07255186 	 0.61522968 	 0.78500234 	1.0	1.0	1.0	 0.743711
0.03132797 	 -0.93743399 	 0.34675073 	1.0	1.0	1.0	 0.62693
0.08201958 	 -0.48452974 	 0.87092119 	1.0	1.0	1.0	 0.817842
0.08910084 	 -0.34296757 	 0.93511191 	1.0	1.0	1.0	 0.309
0.06501966 	 0.78822561 	 0.61194185 	1.0	1.0	1.0	 0.510056
0.05096642 	 0.88155991 	 0.46931284 	1.0	1.0	1.0	 0.580816
0.02473809 	 -0.97535837 	 0.21923522 	1.0	1.0	1.0	 0.114314
0.08462885 	 -0.67309140 	 0.73470125 	1.0	1.0	1.0	 0.79072
0.08250698 	 -0.69063001 	 0.71848646 	1.0	1.0	1.0	 0.856565
0.11617392 	 0.30724128 	 0.94451385 	1.0	1.0	1.0	 0.359387
0.08778713 	 0.69959406 	 0.70912733 	1.0	1.0	1.0	 0.844287
0.10193958 	 -0.54474475 	 0.83238302 	1.0	1.0	1.0	 0.154768
0.09493482 	 -0.64165045 	 0.76109926 	1.0	1.0	1.0	 0.947915
0.11377774 	 0.49624176 	 0.86069666 	1.0	1.0	1.0	 0.113746
0.12093490 	 -0.40335011 	 0.90701899 	1.0	1.0	1.0	 0.292354
0.08822823 	 -0.74565047 	 0.66047040 	1.0	1.0	1.0	 0.411929
0.08020581 	 0.81434068 	 0.57481848 	1.0	1.0	1.0	 0.990591
0.08324971 	 0.79694596 	 0.59828641 	1.0	1.0	1.0	 0.32641
0.09000485 	 -0.75245642 	 0.65246338 	1.0	1.0	1.0	 0.59332
0.06238008 	 -0.89067393 	 0.45034284 	1.0	1.0	1.0	 0.0849047
